PopulationDensity,Development_Index,Waste_Index,target
122.299437237519,0.0,2.6055705300988317,0.0633100513
122.299437237519,0.0,2.6055705300988317,0.04673285135
122.299437237519,0.0,2.6055705300988317,132.859
122.299437237519,0.0,2.6055705300988317,11.5783758
93.6771974435832,127645013429274.36,3.7410926365795727,0.2068
93.6771974435832,127645013429274.36,3.7410926365795727,2.4777919
93.6771974435832,127645013429274.36,3.7410926365795727,0.0133
122.299437237519,0.0,2.6055705300988317,165.232
122.299437237519,0.0,2.6055705300988317,80.9833
122.299437237519,0.0,2.6055705300988317,86.6594
122.299437237519,0.0,2.6055705300988317,0.0591666999999999
122.299437237519,0.0,2.6055705300988317,0.93
122.299437237519,0.0,2.6055705300988317,80.175
122.299437237519,0.0,2.6055705300988317,7.689189999999999
122.299437237519,0.0,2.6055705300988317,9.15458
122.299437237519,0.0,2.6055705300988317,81.3
122.299437237519,0.0,2.6055705300988317,1.0625
122.299437237519,0.0,2.6055705300988317,0.0385596
122.299437237519,0.0,2.6055705300988317,7.63017
122.299437237519,0.0,2.6055705300988317,1.0
122.299437237519,0.0,2.6055705300988317,0.2442030000000001
122.299437237519,0.0,2.6055705300988317,0.01999262012
122.299437237519,0.0,2.6055705300988317,0.159449248
122.299437237519,0.0,2.6055705300988317,37.9861
122.299437237519,0.0,2.6055705300988317,0.0566666999999999
122.299437237519,0.0,2.6055705300988317,4.125
122.299437237519,0.0,2.6055705300988317,503.75
122.299437237519,0.0,2.6055705300988317,1.0
122.299437237519,0.0,2.6055705300988317,1.4336799999999998
122.299437237519,0.0,2.6055705300988317,1.10833
122.299437237519,0.0,2.6055705300988317,344.667
122.299437237519,0.0,2.6055705300988317,1.76667
122.299437237519,0.0,2.6055705300988317,0.1060214624
122.299437237519,0.0,2.6055705300988317,0.928889
122.299437237519,0.0,2.6055705300988317,0.0383333
122.299437237519,0.0,2.6055705300988317,3.881956614
122.299437237519,0.0,2.6055705300988317,17.2379
122.299437237519,0.0,2.6055705300988317,0.0742985375999999
122.299437237519,0.0,2.6055705300988317,18.9363
93.6771974435832,127645013429274.36,3.7410926365795727,25.0
93.6771974435832,127645013429274.36,3.7410926365795727,328.38
93.6771974435832,127645013429274.36,3.7410926365795727,5.41
122.299437237519,0.0,2.6055705300988317,5.27313251
122.299437237519,0.0,2.6055705300988317,0.0483333
122.299437237519,0.0,2.6055705300988317,13.5043
122.299437237519,0.0,2.6055705300988317,216.25
122.299437237519,0.0,2.6055705300988317,1.55177
122.299437237519,0.0,2.6055705300988317,1.6
122.299437237519,0.0,2.6055705300988317,1.4375
122.299437237519,0.0,2.6055705300988317,0.666667
122.299437237519,0.0,2.6055705300988317,0.0319517999999999
122.299437237519,0.0,2.6055705300988317,10.0333
122.299437237519,0.0,2.6055705300988317,2.5782700000000003
93.6771974435832,127645013429274.36,3.7410926365795727,0.02
122.299437237519,0.0,2.6055705300988317,0.03165495996
122.299437237519,0.0,2.6055705300988317,103.317
122.299437237519,0.0,2.6055705300988317,96.72
122.299437237519,0.0,2.6055705300988317,93.3182
122.299437237519,0.0,2.6055705300988317,14.56150975
122.299437237519,0.0,2.6055705300988317,22.8052478
122.299437237519,0.0,2.6055705300988317,98.7412
122.299437237519,0.0,2.6055705300988317,0.0825
122.299437237519,0.0,2.6055705300988317,3.17579
122.299437237519,0.0,2.6055705300988317,0.02718994497
122.299437237519,0.0,2.6055705300988317,86.4667
122.299437237519,0.0,2.6055705300988317,50.9276
122.299437237519,0.0,2.6055705300988317,41.6801
93.6771974435832,127645013429274.36,3.7410926365795727,0.0147
93.6771974435832,127645013429274.36,3.7410926365795727,0.02
93.6771974435832,127645013429274.36,3.7410926365795727,0.02
93.6771974435832,127645013429274.36,3.7410926365795727,0.02
93.6771974435832,127645013429274.36,3.7410926365795727,2.5
93.6771974435832,127645013429274.36,3.7410926365795727,90.3327
93.6771974435832,127645013429274.36,3.7410926365795727,0.0081143999999999
122.299437237519,0.0,2.6055705300988317,4.5
122.299437237519,0.0,2.6055705300988317,13.1333
122.299437237519,0.0,2.6055705300988317,0.0566458007999999
93.6771974435832,127645013429274.36,3.7410926365795727,64.5267
93.6771974435832,127645013429274.36,3.7410926365795727,0.5478
93.6771974435832,127645013429274.36,3.7410926365795727,6.6396
93.6771974435832,127645013429274.36,3.7410926365795727,0.05
93.6771974435832,127645013429274.36,3.7410926365795727,0.02
93.6771974435832,127645013429274.36,3.7410926365795727,106.03
93.6771974435832,127645013429274.36,3.7410926365795727,3.8253707
122.299437237519,0.0,2.6055705300988317,13.9065
122.299437237519,0.0,2.6055705300988317,1.8495
122.299437237519,0.0,2.6055705300988317,82.2333
122.299437237519,0.0,2.6055705300988317,1.04152
122.299437237519,0.0,2.6055705300988317,4.54838834
122.299437237519,0.0,2.6055705300988317,177.75
122.299437237519,0.0,2.6055705300988317,2.65475
122.299437237519,0.0,2.6055705300988317,7.23888
122.299437237519,0.0,2.6055705300988317,32.8349
93.6771974435832,127645013429274.36,3.7410926365795727,100.0
274.70898193692403,0.0,2.069724770642202,1.7923
274.70898193692403,0.0,2.069724770642202,3.1944
274.70898193692403,0.0,2.069724770642202,0.0728
274.70898193692403,0.0,2.069724770642202,0.0845
274.70898193692403,0.0,2.069724770642202,7.4808
274.70898193692403,0.0,2.069724770642202,0.4696
274.70898193692403,0.0,2.069724770642202,0.142
93.6771974435832,127645013429274.36,3.7410926365795727,9.1
44.7230757742448,507234527569.9911,3.8438045375218146,8.14583
112.2619412173,4908224848542.109,3.9537892791127542,7.7047507999999985
93.6771974435832,127645013429274.36,3.7410926365795727,1.8778
274.70898193692403,0.0,2.069724770642202,0.6203
274.70898193692403,0.0,2.069724770642202,2.492
107.127966860564,0.0,1.9446609508963366,0.0198909
122.299437237519,0.0,2.6055705300988317,38.6866
122.299437237519,0.0,2.6055705300988317,102.096
122.299437237519,0.0,2.6055705300988317,97.3333
122.299437237519,0.0,2.6055705300988317,12.975
122.299437237519,0.0,2.6055705300988317,0.0591446484
122.299437237519,0.0,2.6055705300988317,14.569832509999998
122.299437237519,0.0,2.6055705300988317,0.167798064
122.299437237519,0.0,2.6055705300988317,35.2395
122.299437237519,0.0,2.6055705300988317,1.35306
122.299437237519,0.0,2.6055705300988317,5.70435
122.299437237519,0.0,2.6055705300988317,7.58081
122.299437237519,0.0,2.6055705300988317,10.625
122.299437237519,0.0,2.6055705300988317,14.3
122.299437237519,0.0,2.6055705300988317,19.75132612
274.70898193692403,0.0,2.069724770642202,0.0528
274.70898193692403,0.0,2.069724770642202,0.0346
274.70898193692403,0.0,2.069724770642202,0.0032
274.70898193692403,0.0,2.069724770642202,0.0338
274.70898193692403,0.0,2.069724770642202,0.0029
274.70898193692403,0.0,2.069724770642202,0.0035
274.70898193692403,0.0,2.069724770642202,0.1009
274.70898193692403,0.0,2.069724770642202,0.0097
274.70898193692403,0.0,2.069724770642202,0.0081
274.70898193692403,0.0,2.069724770642202,0.0157
274.70898193692403,0.0,2.069724770642202,0.0256
274.70898193692403,0.0,2.069724770642202,0.0507
274.70898193692403,0.0,2.069724770642202,0.0125
122.299437237519,0.0,2.6055705300988317,3.4858300000000004
122.299437237519,0.0,2.6055705300988317,3.35555
122.299437237519,0.0,2.6055705300988317,24.89116166
122.299437237519,0.0,2.6055705300988317,0.10995947635
122.299437237519,0.0,2.6055705300988317,0.983951
274.70898193692403,0.0,2.069724770642202,8.1417
274.70898193692403,0.0,2.069724770642202,7.15
64.7110998526161,620630232055.6854,2.2217551234892277,0.10948
64.7110998526161,620630232055.6854,2.2217551234892277,0.205
64.7110998526161,620630232055.6854,2.2217551234892277,0.221
237.30759674834,0.0,0.9972820405603179,0.011833
237.30759674834,0.0,0.9972820405603179,12.5593
237.30759674834,0.0,0.9972820405603179,0.080425296
237.30759674834,0.0,0.9972820405603179,15.02253753
237.30759674834,0.0,0.9972820405603179,0.143333
237.30759674834,0.0,0.9972820405603179,0.182143
237.30759674834,0.0,0.9972820405603179,0.09
64.7110998526161,620630232055.6854,2.2217551234892277,100.525
64.7110998526161,620630232055.6854,2.2217551234892277,0.6773309999999999
64.7110998526161,620630232055.6854,2.2217551234892277,1.3059649999999998
64.7110998526161,620630232055.6854,2.2217551234892277,17.35
64.7110998526161,620630232055.6854,2.2217551234892277,1.4
64.7110998526161,620630232055.6854,2.2217551234892277,3.665556
64.7110998526161,620630232055.6854,2.2217551234892277,384.667
64.7110998526161,620630232055.6854,2.2217551234892277,13.8
64.7110998526161,620630232055.6854,2.2217551234892277,104.05
64.7110998526161,620630232055.6854,2.2217551234892277,99.95
64.7110998526161,620630232055.6854,2.2217551234892277,2.595
64.7110998526161,620630232055.6854,2.2217551234892277,34.725
64.7110998526161,620630232055.6854,2.2217551234892277,1.965
44.7230757742448,507234527569.9911,3.8438045375218146,1.3075
64.7110998526161,620630232055.6854,2.2217551234892277,7.68
64.7110998526161,620630232055.6854,2.2217551234892277,0.114632
64.7110998526161,620630232055.6854,2.2217551234892277,0.092
64.7110998526161,620630232055.6854,2.2217551234892277,100.6
64.7110998526161,620630232055.6854,2.2217551234892277,0.207
64.7110998526161,620630232055.6854,2.2217551234892277,12.544
64.7110998526161,620630232055.6854,2.2217551234892277,3.508
64.7110998526161,620630232055.6854,2.2217551234892277,0.0578072
122.299437237519,0.0,2.6055705300988317,34.07125448
122.299437237519,0.0,2.6055705300988317,542.822
122.299437237519,0.0,2.6055705300988317,9.54375
122.299437237519,0.0,2.6055705300988317,12.6333
122.299437237519,0.0,2.6055705300988317,5.9625
122.299437237519,0.0,2.6055705300988317,2.33583
122.299437237519,0.0,2.6055705300988317,8.628919999999999
122.299437237519,0.0,2.6055705300988317,1.5
122.299437237519,0.0,2.6055705300988317,11.4917
122.299437237519,0.0,2.6055705300988317,5.78869
122.299437237519,0.0,2.6055705300988317,1.85889
93.6771974435832,127645013429274.36,3.7410926365795727,0.05
93.6771974435832,127645013429274.36,3.7410926365795727,0.01
93.6771974435832,127645013429274.36,3.7410926365795727,0.01
64.7110998526161,620630232055.6854,2.2217551234892277,0.03864
64.7110998526161,620630232055.6854,2.2217551234892277,10.0
64.7110998526161,620630232055.6854,2.2217551234892277,312.75
64.7110998526161,620630232055.6854,2.2217551234892277,7.715
64.7110998526161,620630232055.6854,2.2217551234892277,74.0
64.7110998526161,620630232055.6854,2.2217551234892277,377.875
64.7110998526161,620630232055.6854,2.2217551234892277,7.769
64.7110998526161,620630232055.6854,2.2217551234892277,1.3
18.1485472672831,0.0,1.8122332859174963,0.2855
18.1485472672831,0.0,1.8122332859174963,11.1632
18.1485472672831,0.0,1.8122332859174963,0.107
137.657705257705,2566157728679.034,3.0274509803921563,0.02
137.657705257705,2566157728679.034,3.0274509803921563,0.19283
274.70898193692403,0.0,2.069724770642202,0.0361295
122.299437237519,0.0,2.6055705300988317,2.88868
64.7110998526161,620630232055.6854,2.2217551234892277,0.6491520000000001
137.657705257705,2566157728679.034,3.0274509803921563,0.02
93.6771974435832,127645013429274.36,3.7410926365795727,0.9943042
93.6771974435832,127645013429274.36,3.7410926365795727,0.00755435
93.6771974435832,127645013429274.36,3.7410926365795727,2.6333
44.7230757742448,507234527569.9911,3.8438045375218146,14.1167
122.299437237519,0.0,2.6055705300988317,2.9
122.299437237519,0.0,2.6055705300988317,1.03333
122.299437237519,0.0,2.6055705300988317,0.015364
122.299437237519,0.0,2.6055705300988317,14.2417
122.299437237519,0.0,2.6055705300988317,0.291348
122.299437237519,0.0,2.6055705300988317,0.0246096
122.299437237519,0.0,2.6055705300988317,23.8866
122.299437237519,0.0,2.6055705300988317,0.023324712525
122.299437237519,0.0,2.6055705300988317,20.0584
122.299437237519,0.0,2.6055705300988317,0.0341542017
122.299437237519,0.0,2.6055705300988317,26.2757
122.299437237519,0.0,2.6055705300988317,82.0917
122.299437237519,0.0,2.6055705300988317,0.702224
122.299437237519,0.0,2.6055705300988317,77.8667
122.299437237519,0.0,2.6055705300988317,32.6284
122.299437237519,0.0,2.6055705300988317,0.055
122.299437237519,0.0,2.6055705300988317,0.633333
93.6771974435832,127645013429274.36,3.7410926365795727,1.8889
93.6771974435832,127645013429274.36,3.7410926365795727,1.0834
93.6771974435832,127645013429274.36,3.7410926365795727,0.0033
93.6771974435832,127645013429274.36,3.7410926365795727,5.2083
93.6771974435832,127645013429274.36,3.7410926365795727,0.1667
93.6771974435832,127645013429274.36,3.7410926365795727,0.0517
93.6771974435832,127645013429274.36,3.7410926365795727,6.266861199999999
93.6771974435832,127645013429274.36,3.7410926365795727,0.004134026
93.6771974435832,127645013429274.36,3.7410926365795727,79.7667
93.6771974435832,127645013429274.36,3.7410926365795727,32.00189759999999
122.299437237519,0.0,2.6055705300988317,33.7174
122.299437237519,0.0,2.6055705300988317,37.1634
122.299437237519,0.0,2.6055705300988317,0.0408333
122.299437237519,0.0,2.6055705300988317,0.0291667
122.299437237519,0.0,2.6055705300988317,1.5625
122.299437237519,0.0,2.6055705300988317,14.6791
122.299437237519,0.0,2.6055705300988317,12.6167
122.299437237519,0.0,2.6055705300988317,1.0741
122.299437237519,0.0,2.6055705300988317,1.82551
122.299437237519,0.0,2.6055705300988317,0.0883333
122.299437237519,0.0,2.6055705300988317,1.81667
122.299437237519,0.0,2.6055705300988317,0.23875656
377.379590488771,0.0,2.340320088621986,1.17056
377.379590488771,0.0,2.340320088621986,0.0841667
122.299437237519,0.0,2.6055705300988317,1.07083
122.299437237519,0.0,2.6055705300988317,474.417
122.299437237519,0.0,2.6055705300988317,5.23959
122.299437237519,0.0,2.6055705300988317,0.8125
122.299437237519,0.0,2.6055705300988317,0.795833
122.299437237519,0.0,2.6055705300988317,1.86667
122.299437237519,0.0,2.6055705300988317,0.696667
122.299437237519,0.0,2.6055705300988317,0.163333
122.299437237519,0.0,2.6055705300988317,62.7054
122.299437237519,0.0,2.6055705300988317,41.4637
122.299437237519,0.0,2.6055705300988317,0.353333
122.299437237519,0.0,2.6055705300988317,7.87576
122.299437237519,0.0,2.6055705300988317,476.25
122.299437237519,0.0,2.6055705300988317,5.04167
122.299437237519,0.0,2.6055705300988317,11.9
122.299437237519,0.0,2.6055705300988317,3.31474
122.299437237519,0.0,2.6055705300988317,3.2622400000000003
122.299437237519,0.0,2.6055705300988317,9.62159753
122.299437237519,0.0,2.6055705300988317,0.679778
122.299437237519,0.0,2.6055705300988317,12.8333
93.6771974435832,127645013429274.36,3.7410926365795727,0.3333
93.6771974435832,127645013429274.36,3.7410926365795727,0.0256312
93.6771974435832,127645013429274.36,3.7410926365795727,13.175
93.6771974435832,127645013429274.36,3.7410926365795727,0.0439
93.6771974435832,127645013429274.36,3.7410926365795727,0.6157
93.6771974435832,127645013429274.36,3.7410926365795727,0.2100728
93.6771974435832,127645013429274.36,3.7410926365795727,0.913
93.6771974435832,127645013429274.36,3.7410926365795727,1.25
93.6771974435832,127645013429274.36,3.7410926365795727,7.2667
122.299437237519,0.0,2.6055705300988317,0.8106053759999999
122.299437237519,0.0,2.6055705300988317,1.05231
122.299437237519,0.0,2.6055705300988317,0.0908333
377.379590488771,0.0,2.340320088621986,96.8795
377.379590488771,0.0,2.340320088621986,0.0550978064
377.379590488771,0.0,2.340320088621986,53.4692
122.299437237519,0.0,2.6055705300988317,4.08333
122.299437237519,0.0,2.6055705300988317,0.366667
122.299437237519,0.0,2.6055705300988317,0.00451404
122.299437237519,0.0,2.6055705300988317,8.98333
122.299437237519,0.0,2.6055705300988317,4.75833
122.299437237519,0.0,2.6055705300988317,0.0382061
122.299437237519,0.0,2.6055705300988317,1.67083
93.6771974435832,127645013429274.36,3.7410926365795727,7.475
93.6771974435832,127645013429274.36,3.7410926365795727,1.988
93.6771974435832,127645013429274.36,3.7410926365795727,2.7778
93.6771974435832,127645013429274.36,3.7410926365795727,13.2
